bitcoin,ethereum,litecoin,ripple,stratis,waves,nem,omisego,monero,neo
726.7000000000007,72.30999999999995,31.390000000000015,0.08999999999999986,1.1500000000000004,0.5499999999999998,0.048034999999999994,2.4899999999999984,17.939999999999998,14.149999999999991
760.5999999999985,36.23000000000002,11.590000000000003,0.04999999999999982,1.08,0.71,0.01889300000000005,2.0500000000000007,22.08000000000004,11.820000000000007
1023.7999999999993,67.4799999999999,18.17999999999998,0.11999999999999988,0.9599999999999991,0.96,0.06769900000000006,2.0599999999999987,33.349999999999966,13.629999999999995
990.1000000000004,35.85000000000002,7.849999999999994,0.09000000000000008,0.5299999999999994,0.33000000000000007,0.04274800000000001,0.9499999999999993,41.579999999999984,10.380000000000024
499.28000000000065,32.14999999999998,23.75999999999999,0.039999999999999813,0.7899999999999991,0.8699999999999992,0.04974400000000001,2.1999999999999993,21.879999999999995,10.680000000000007
839.2199999999993,40.84000000000003,26.710000000000008,0.04999999999999982,0.6799999999999997,1.6900000000000004,0.04476599999999997,1.7200000000000006,35.45999999999998,6.969999999999999
918.6200000000008,82.14999999999998,58.64999999999998,0.1499999999999999,1.83,0.8600000000000003,0.04192699999999994,2.75,42.32000000000002,12.170000000000002
503.0599999999995,41.870000000000005,8.860000000000014,0.07000000000000006,0.6900000000000004,0.35999999999999943,0.04092499999999999,0.75,18.849999999999994,6.290000000000006
844.4899999999998,58.430000000000064,13.25,0.10000000000000009,0.9500000000000002,0.39999999999999947,0.030569999999999986,1.0700000000000003,21.539999999999992,11.669999999999987
685.0299999999988,71.06999999999994,13.119999999999976,0.15023300000000006,1.2299999999999995,0.71,0.07487599999999994,1.6099999999999994,30.210000000000008,16.409999999999997
827.0799999999999,91.81999999999994,20.190000000000026,0.352749,1.669999999999999,0.8500000000000005,0.08738999999999997,1.950000000000001,27.909999999999997,17.86
852.2699999999995,95.16999999999996,21.389999999999986,0.18288800000000005,1.2700000000000005,0.79,0.0731139999999999,1.6500000000000004,27.399999999999977,8.810000000000002
920.9100000000008,89.25,12.740000000000009,0.08435899999999996,0.9400000000000004,1.08,0.06899999999999995,1.379999999999999,45.34,12.939999999999998
1272.3200000000006,127.7700000000001,26.379999999999995,0.09852800000000006,1.38,1.0700000000000003,0.09505500000000011,2.380000000000001,39.389999999999986,23.560000000000002
1802.4399999999996,222.0200000000001,39.170000000000016,0.19764400000000004,2.37,1.4900000000000002,0.18683900000000003,4.000000000000001,64.05000000000001,44.33
1608.1599999999999,212.04999999999995,35.370000000000005,0.15803899999999993,2.5200000000000005,1.5899999999999999,0.11942300000000006,3.9299999999999997,54.60000000000002,33.22
1303.6500000000005,163.97000000000003,34.110000000000014,0.156126,2.3599999999999994,1.1799999999999997,0.12881199999999993,2.4399999999999995,42.599999999999994,21.980000000000004
1179.1200000000008,144.25,44.39,0.2131639999999999,1.8499999999999996,1.1099999999999994,0.13992499999999997,2.1000000000000014,41.380000000000024,20.370000000000005
1345.7900000000009,277.78999999999996,37.21000000000001,0.325457,2.9399999999999995,1.3000000000000007,0.18079700000000004,3.4300000000000015,64.33000000000001,37.230000000000004
