bitcoin_price,bitcoin_volume,bitcoin_marketcap,ethereum_price,ethereum_volume,ethereum_marketcap,litecoin_price,litecoin_volume,litecoin_marketcap,ripple_price,ripple_volume,ripple_marketcap,stratis_price,stratis_volume,stratis_marketcap,waves_price,waves_volume,waves_marketcap,nem_price,nem_volume,nem_marketcap,omisego_price,omisego_volume,omisego_marketcap,monero_price,monero_volume,monero_marketcap,neo_price,neo_volume,neo_marketcap
726.7000000000007,9926540000.0,189536000000.0,72.30999999999995,2545260000.0,92206500000.0,31.390000000000015,1739670000.0,12335100000.0,0.08999999999999986,806673000.0,44648100000.0,1.1500000000000004,21055000.0,978923000.0,0.5499999999999998,46087500.0,810038000.0,0.048034999999999994,66039700.0,4762190000.0,2.4899999999999984,109202000.0,1808000000.0,17.939999999999998,71114700.0,4989710000.0,14.149999999999991,239238000.0,8966490000.0
760.5999999999985,7652090000.0,178055000000.0,36.23000000000002,2169020000.0,90047700000.0,11.590000000000003,767597000.0,11907900000.0,0.04999999999999982,556304000.0,43813300000.0,1.08,22415800.0,914001000.0,0.71,37813100.0,753733000.0,0.01889300000000005,91007400.0,4760950000.0,2.0500000000000007,54814700.0,1682870000.0,22.08000000000004,67482400.0,4716460000.0,11.820000000000007,201551000.0,8270290000.0
1023.7999999999993,8744010000.0,187663000000.0,67.4799999999999,2567290000.0,95077100000.0,18.17999999999998,1011120000.0,12738800000.0,0.11999999999999988,1113650000.0,46997500000.0,0.9599999999999991,14139400.0,963499000.0,0.96,40081300.0,784044000.0,0.06769900000000006,95781300.0,5357680000.0,2.0599999999999987,42287800.0,1869770000.0,33.349999999999966,68135100.0,5128420000.0,13.629999999999995,207624000.0,8866100000.0
990.1000000000004,8660880000.0,172191000000.0,35.85000000000002,2525720000.0,92264000000.0,7.849999999999994,863401000.0,12679700000.0,0.09000000000000008,1186730000.0,44370200000.0,0.5299999999999994,19415600.0,940978000.0,0.33000000000000007,34458200.0,788332000.0,0.04274800000000001,147788000.0,5091170000.0,0.9499999999999993,59295600.0,1853770000.0,41.579999999999984,134269000.0,4655820000.0,10.380000000000024,286385000.0,8516620000.0
499.28000000000065,7296160000.0,170960000000.0,32.14999999999998,2369450000.0,91272100000.0,23.75999999999999,1300090000.0,12455300000.0,0.039999999999999813,568339000.0,44663300000.0,0.7899999999999991,14430300.0,938100000.0,0.8699999999999992,44143700.0,800093000.0,0.04974400000000001,90028500.0,5040780000.0,2.1999999999999993,81337500.0,1701370000.0,21.879999999999995,64320200.0,4733640000.0,10.680000000000007,194878000.0,7996380000.0
839.2199999999993,9062540000.0,160025000000.0,40.84000000000003,2900100000.0,90173300000.0,26.710000000000008,2087290000.0,11725700000.0,0.04999999999999982,1188530000.0,44433600000.0,0.6799999999999997,23848900.0,914277000.0,1.6900000000000004,61670200.0,641992000.0,0.04476599999999997,67295600.0,5121400000.0,1.7200000000000006,54142700.0,1594790000.0,35.45999999999998,85772700.0,4340620000.0,6.969999999999999,218616000.0,7930300000.0
918.6200000000008,7909820000.0,145023000000.0,82.14999999999998,2818370000.0,82400600000.0,58.64999999999998,2383340000.0,8809590000.0,0.1499999999999999,1457600000.0,40026500000.0,1.83,47682600.0,780623000.0,0.8600000000000003,20068500.0,558952000.0,0.04192699999999994,73477500.0,4787280000.0,2.75,91650800.0,1323570000.0,42.32000000000002,116137000.0,3683460000.0,12.170000000000002,228693000.0,7206140000.0
503.0599999999995,5696720000.0,150516000000.0,41.870000000000005,2081170000.0,84824200000.0,8.860000000000014,483468000.0,8928360000.0,0.07000000000000006,921100000.0,42119800000.0,0.6900000000000004,17510200.0,782976000.0,0.35999999999999943,17030400.0,574298000.0,0.04092499999999999,36379100.0,5041770000.0,0.75,23326000.0,1314360000.0,18.849999999999994,46476400.0,3897150000.0,6.290000000000006,176966000.0,7386420000.0
844.4899999999998,6256440000.0,137258000000.0,58.430000000000064,2243450000.0,79754400000.0,13.25,535710000.0,8282050000.0,0.10000000000000009,1756290000.0,39262700000.0,0.9500000000000002,10176500.0,694445000.0,0.39999999999999947,20167600.0,548602000.0,0.030569999999999986,22479700.0,4789980000.0,1.0700000000000003,24588600.0,1219240000.0,21.539999999999992,45760100.0,3611420000.0,11.669999999999987,272089000.0,6771600000.0
685.0299999999988,6122190000.0,145245000000.0,71.06999999999994,2486650000.0,83813000000.0,13.119999999999976,495720000.0,8571530000.0,0.15023300000000006,2555310000.0,41635500000.0,1.2299999999999995,9233680.0,774245000.0,0.71,21599600.0,571865000.0,0.07487599999999994,28515100.0,5308410000.0,1.6099999999999994,29981600.0,1279750000.0,30.210000000000008,51680100.0,3917970000.0,16.409999999999997,257944000.0,7179000000.0
